BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings
56340,The College Football Chronology,2009,"Actionsims is proud to introduce its latest offering, The College Football Chronology (CFC). CFC features every college team in the history of the USA (along with many foreign colleges) rated in offensive & defensive ability.  Teams are also given an overall performance rating. Replay entire historical seasons quickly & accurately, or set up your own fantasy schedules.&#10;&#10;Play games with DI, DII, DIII *Universities &#10;&#10;    Junior/Community Colleges &#10;    NAIA teams &#10;    Indian Schools&#10;    Military Academies&#10;    Business Schools, Medical, Dental & Law Schools &#10;    Military Base clubs, NTSs, Air *Bases, Infantry & Battleship squads&#10;    Parochial Schools & Schools for Mutes & the Deaf&#10;    Town Teams, Athletic Clubs, YMCA Teans&#10;    Varsity/Alumni/Sophomores/Freshmen squads&#10;    Many high school teams from the late 1800s - early 1900s are also included. &#10;&#10;&#10;Game engine utilizes fast action cards; playing time is about about 30 minutes.  Many different drive charts provide for a variety of outcomes. Score sheets for 4 different eras, box score and extra charts: track stats as you play. Charts for 1 & 2-point PATS, hurry up offense, onside kicks, and more.  Play matches between different divisions &/or classes, using the included inter-division rating system.  Detailed timing system coupled with team strength ratings produces realistic scoring output.  Rule changes for differing eras are incorporated, including timing of halves/quarters, point values for scores, PAT rules and overtimes.&#10;&#10;",1,2,30,30,7.5,0.0,2
160234,1750: Britain vs. France,2017,"Throughout the 18th century, Britain and France waged a bloody series of wars for nothing short of global domination. Massive sailing warships, armies of bayonet-wielding soldiers, and their skilled allies fought for control of North American, African, and Indian colonies. In many ways, this was the first ""world war"".&#10;&#10;In 1750: Britain vs. France, you play as Britain or France, wielding your forces to decide the outcome of this struggle. During the game, you recruit generals and admirals from the Seven Years' War (French and Indian War) and the War of the Austrian Succession, and send other military forces to take colonies by force, with colonies producing exports to aid your economy. Your units roll dice in combat against enemy forces, and you can modify those results by playing historic event cards to turn the tide of battle, modifying dice rolls and destroying enemy cards at critical moments. You'll also engage in political efforts to persuade other world powers to enter the conflict on your side and bring their resources to the fight.&#10;&#10;Your final score is decided by the number of colonies you have captured, countries you have gotten to join your cause, and enemy leaders you've taken as prisoners. Will you change history, or will history repeat itself?&#10;&#10;",2,2,60,60,6.73876,5.56163,129
142117,Champion of the Great Dog-Race,2011,"A game to learn about the needs, thoughts and feelings of your dog!&#10;Whether it's a Fox Terrier or a sheepdog, with this new table game pocket made &#226;&#128;&#139;&#226;&#128;&#139;by Vitakraft, our beloved four-legged friends can demonstrate all their skills! As soon as the race gets under way, what matters is the speed and a bit of luck, which never hurts.&#10;&#10;Do not play with your pet, play as if you were the animal!&#10;The conduct of the game ""Champion of the Dog Race"" is totally based on the point of view of the dog. Up to four players can participate and learn, for example, playing the role of Westie, herding dog or Setter, to identify the needs of four-legged friends, to keep them healthy and in shape. The roll of the data and decide the fate of action cards: if your dog is well located, will earn positions and reach the finish line first, but if not it will recede. After you successfully run the laps of the course, the lucky winner will receive a well-deserved trophy card.&#10;You want to be the Champion? So, ready, set, go!&#10;&#10;",2,4,30,30,6.5,0.0,2
140457,Ultimate Werewolf: Inquisition,2013,"A terrible thing is happening in a local village: Werewolves are responsible for the deaths of many villagers. Unable to determine who amongst themselves are werewolves, they've called in a group of master inquisitors to help sort out this mess before it's too late. That's where you and your team come in. No stranger to werewolf infestations, you know that the best thing to do is to start lynching suspects.&#10;&#10;You no sooner get started on this project when you discover that there's a problem &ndash; Werewolves have also infiltrated your team of inquisitors! Now you're in a serious pickle: You need to save the village while thwarting the werewolves whom are working alongside you...&#10;&#10;Ultimate Werewolf: Inquisition is a standalone game of deduction, secrets and betrayal with no elimination. Part of the fun is figuring out who the werewolves are on your team, but even then, you've still got to outsmart them!&#10;&#10;More specifically, the humans need to rid the town of werewolves in order to win, while the werewolf players need to eliminate human villagers so that the werewolves can overrun the town. To do this, each round players either use the power of a villager's hut or take two votes from the supply. Each player then places one vote on a resident, and the resident with the most votes against him is lynched, with him and his hut being taken out of play. The werewolf players then secretly choose to kill a resident &ndash; but only one of those chosen by the Grand Inquisitor, a role that passes hands each round. Who will live? Who will die? It's in your hands...&#10;&#10;",3,12,30,60,6.51222,5.78951,925
235343,The Walking Dead: All Out War – Michonne Booster,2016,This is a playable Michonne miniature. It was originally a Kickstarter-exclusive figure but was later made available  to purchase through Mantic's website with Mantic points.&#10;&#10;,1,2,30,120,8.25,0.0,20
90896,Backers: Amalgamations of the Spiritual Hinterlands,0,"Players take on the roll of extra-dimensional puppeteers who create and manipulate automatons in a shared environment.  Backers is a creative game involving drawing, writing, and the playing of instruments.&#10;&#10;Play consists of about five phases, called Objectives: Spiritual Amalgamation, Space Definition, Automaton Production, Dramatic Operation, and the Resulting Objectives.  Via collaborative mechanics, the players create a map and characters which they then influence through a series of job rotations.  Objects and characters are defined by motivations.  Players may cause things and characters to interact in ways contrary to their motivations through the expenditure of points.&#10;&#10;Backers: Amalgamations of the Spiritual Hinterlands is designed to facilitate and moderate the formation of collaborative playgrounds in a simple and comprehensive way with an eye toward personal extension balanced by a diminished role for the ego.  Conditions for success are not listed in the rules and must be supplied, if necessary, by the players themselves.  In the current edition, players must also provide their own musical instruments, art supplies, and, optionally, hats.&#10;&#10;",3,5,60,60,0.0,0.0,0
68970,Tug of War,0,"Easy 2-person dicegame about decimate the opponents pawns.&#10;&#10;Each player represents a team of athletes that will challenge the opposite team in a tug-of-war. The number of pawns in play for each side represents the strength of that team. Through the clever use of dice rolls, each player tries to reduce his opponent&rsquo;s team strength, while building up his own side through fresh substitutions.&#10;&#10;A kind of ""do it yourself"" - game.&#10;You only need 18 pawns in two different colors and 9 ordinary dice&#10;&#10;",2,2,10,10,5.66667,0.0,6
185282,Thrash'n Roll: Stage Heroes,2015,This expansion introduces new band abilities which can be used in both standard and basic variants. Before the start of the game each player randomly takes one of the disc with a special ability and places it by his or hers band board. There is an ability depicted on the disc.&#10;&#10;This (mini-)expansion is included in the Kickstarter edition of Thrash 'n' Roll.&#10;&#10;,2,4,45,90,5.94828,0.0,29
104164,"Hello, Dolly!",2010,"A terrible storm has rumbled through the mountains, and Albert's sheep have all run away. Help lead them back home! Well, some of them anyway as you want to get the sheep that you tend home before the other player does.&#10;&#10;In Hello, Dolly!, each player owns nine sheep which each start the game on one of the 18 mountains that surround the valley. Albert the shepherd starts the game on a green clover space on the path that circles the valley.&#10;&#10;On a turn, the active player moves one of his sheep in a straight line until it hits either the edge of the board or another sheep; this movement cannot block another sheep from moving on a subsequent turn. The player then moves Albert clockwise on the path as many spaces as the number of spaces moved by the sheep that turn. (For example, if the sheep moved four intersections, then Albert moves four spaces.) If after moving, the triangle where Albert is located has sheep on all three vertices, then Albert collects those sheep, removing them from the board and placing them on the path back to his barn.&#10;&#10;The player who first gets five of his sheep on the path to the barn wins!&#10;&#10;",2,2,15,15,7.525,0.0,28
125799,Cha-Ching,2012,8 Card Rummy with Dice & Money!&#10;&#10;Cha-Ching gives you the rush of rummy with a blend of dice for added SPICE! Players attempt to build an eight card hand to equal the sum of the house number rolled each round from various cards values. But players can cha-change things up mid play with CHACHING! Cards that allow you to re-roll the dice or trade hands with another player but don&rsquo;t get caught trying to change things up before someone goes out each round.&#10;&#10;,2,8,25,25,6.0,0.0,10
91807,Phonogram,2009,"A word game with a difference! -- Phonogram focusses on the phonetic pronunciation of words, rather than their spelling!&#10;&#10;Designed for EFL (English as a Foreign Language) students, Phonogram has also been a hit among English language educators as a quick and fun way to improve knowledge and use of the IPA (International Phonetic Alphabet)&#10;&#10;Using a colour-coded selection of 210 phoneme tiles, each player works independently to create their own 'crossword' (no board required). When a player uses up all their letters, all players take a new tile from the pool. When all the tiles are gone, the first player to use up all the tiles in their hand wins.&#10;&#10;The game is suitable for solo, group and team play, and may be adjusted to reflect different accents and even other languages that can be expressed in basic IPA phonemes.&#10;&#10;",2,8,20,20,0.0,0.0,0
155756,Kingdom Bots,2014,"Obliterate your enemies in this tactical war game of epic robot battle.&#10;&#10;Kingdom Bots is a fast-paced competitive board game for 3 to 4 players. Each player controls a unique faction of robots with the objective to build a civilization while attacking and defending against other robot armies. It's a 3-4 hour, constantly evolving game of world domination that rewards aggressive gameplay and clever strategy.&#10;&#10;Stunning comic book style artwork immerses you in this world of hack-and-slash robots. The art is showcased on the revolutionary new Command Card mechanic, which brings a level of strategy to the game that even new players can pick up only a few turns into their first game.&#10;&#10;-STORY-&#10;The world of Kingdom Bots is set far into the future. Mankind has vanished, leaving behind only relics and rubble. Machines that were once built for menial service have developed self-awareness and evolved to become the new form of dominant life upon the earth.&#10;&#10;Like-minded robots found new kingdoms. Diggers who now worship rocks. Maintenance droids who now assemble patchwork monstrosities and builders who can only see one blueprint for the design of new bots. The different ideologies fall into conflict. But instead of learning from the mistakes of the fallen empire that created them, the robots find themselves driven by the old programming. To build. To grow. No matter what&hellip; or who is in the way.&#10;&#10;What&rsquo;s left of the world is yours for the taking.&#10;&#10;",3,4,180,180,8.6,0.0,5
240895,Washing Lines,2017,"Washing Lines is a set collection game where players try to score the most points by hanging out wet laundry items on their washing line and, when dry, putting them in their basket.&#10;&#10;There's a small element of push your luck and a tiny bit of take that. The mechanic is a 2 card draw: You draw a card, decide to play it or discard it. If played then draw and discard the next card. If discarded then draw and play the second card.&#10;&#10;Once either 3 laundry items of the same colour, or 5 of different colours, are hanging on the line (multi coloured, stripey, clothes being 'wild') they are dry and can be placed in the player's laundry basket to be scored at the end of the game.&#10;There are some special sets to collect for bonuses and also Event cards for various effects.&#10;&#10;Washing Lines was an entry in the 2017 Children's Game Print and Play Design Contest where it was voted&#10;Best Game for Early Elementary School Children&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,5,10,20,7.16667,0.0,12
19974,Who Am I? Bible Game,1942,"""Who Am I?"" Bible Game is a quiz type game with 44 cards, describing Bible characters, 21 from the Old Testament and 23 from the New Testament.  A ""reader"" announces one clue at a time for each character, and players (individually or as groups) try to guess the Bible character.  The first to identify the character is given the card to keep, and the player with the most cards at the end wins the game.&#10;&#10;",2,20,15,15,4.5,0.0,5
25863,Little Bo Peep,0,"Little Bo Peep has lost her sheep and you must spin and move to find them...&#10;&#10;Play starts with four sheep of each player's respective color on the board, plus a black sheep in the middle. Regular sheep may be picked up in passing. The black sheep may only be picked up when you have all four of your own sheep and must be landed on by exact count. The player to successfully claim his own four sheep plus the black sheep wins.&#10;&#10;The game has no copyright date, but pre-dates the use of zip codes in U.S. addresses.&#10;&#10;",2,4,0,0,0.0,0.0,0
31245,I Love Chautauqua,1981,"This is a Monopoly-style game using the theme of Jamestown, New York (USA) and the surrounding Chautauqua County.  The various properties and spaces on the board reflect businesses, landmarks, and locations in Jamestown and Chautauqua County.  This game also incorporates the history of the area, as the event cards in the game contain various historical anecdotes.&#10;&#10;",2,6,60,60,1.0,0.0,1
61469,Monopoly: Fishing – Prized Catch Edition,2009,"Whether you&rsquo;re fly fishing for trout, trolling for salmon or in deep pursuit of a prized marlin, the Fishing Edition of MONOPOLY is sure to reel you in for the ultimate fishing experience. Anglers can buy, sell and trade the most sought after catches in the world of fishing from largemouth bass and spotted trout to tarpon, king salmon and swordfish. So, get your reels, bait and tackle ready and go fishing, MONOPOLY style.&#10;&#10;Six collectible tokens include Tackle Box, Lure, Reel, Fisherman&rsquo;s Hat, Net and Waders&#10;&#10;Ages 8+&#10;2-6 players&#10;&#10;",2,6,60,60,3.5,0.0,2
284074,Pixel Demon's Realm,2019,"Pixel Demon's Realm is a competitive, fast-paced, free-for-all, strategy card game, where players summon and take control of demons from a fantastic dark realm.&#10;&#10;Players must assemble a hand of ritual cards featuring diabolically themed suits and ranks, which correspond with the symbols on the many desirable demons. Players can 'bind' demons, by playing cards that match each of the demon's symbols. Binding certain numbers and types of demons, (or binding them in specific ways,) allows players to work towards their unique hidden win condition: a Pact, based on one of the seven deadly sins.&#10;&#10;Each demon introduces a unique curse effect that adds an element of chaos and a new challenge to be overcome. You must fulfill your Pact before being consumed by these curses! The game offers scaling complexity with different opt-in cards and modes, including a variant for solo-play.&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,20,40,7.85333,5.51959,33
33159,Middle Kingdom,2008,"A fast card game where players blind bid for dynasty cards such as warriors, nobles, bureaucrats, peasants, and merchants. You must balance your claims to score well at the end. There are special cards gotten from having the most in a category that give you a bonus, often affecting the bidding process.  For example, the Palace lets you see all bids before placing yours and the Heir lets you claim an unclaimed dynasty card.&#10;&#10;From back of the box:&#10;&#10;Following the collapse of the Han Dynasty, warlords backed rival claimants to the Chinese Throne, while others sought influence among the merchants, nobles, farmers, and bureaucrats.&#10;&#10;Each round, players play Bid Cards to claim Dynasty Cards and take control of the Emperor, Heir, Palace, Market, and Harvest.  However, the heavens in the guise of a Celestial Dragon, can disrupt the best laid plans.  The game ends as the Emperor dies and whoever gains the most influence will ascen the throne.&#10;&#10;",2,5,40,40,5.9404,5.56659,396
298759,"いやいやコーギーと、あるきたい！ (No, No, I Want to Walk With Corgi!)",2019,"&#227;&#129;&#132;&#227;&#130;&#132;&#227;&#129;&#132;&#227;&#130;&#132;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#129;&#168;&#227;&#128;&#129;&#227;&#129;&#130;&#227;&#130;&#139;&#227;&#129;&#141;&#227;&#129;&#159;&#227;&#129;&#132;&#239;&#188;&#129; (pronounced roughly ""Iyaiya Corgi to Arukitai!"") is a Japanese game, the title of which means ""I want to take a walk with a corgi who is not willing to"". The game can be played solitaire.&#10;&#10;On a 5x5 grid, players take turns controlling a single corgi by playing an action card such as ""advance one space"" and ""turn left"". First, players should co-operate to make the corgi meet four friends who are at the four corners of the board. Each time the corgi meets a friend or clears a hazard in the town, the active player increases their hand capacity.&#10;&#10;After meeting all the friends, the players must return the corgi home at the center of the town. When the corgi is returned home, the active player wins.&#10;&#10;&bull;&bull;&bull;&#10;&#10;&#227;&#130;&#171;&#227;&#131;&#188;&#227;&#131;&#137;&#227;&#130;&#146;&#229;&#135;&#186;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#128;&#129;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#130;&#146;&#229;&#139;&#149;&#227;&#129;&#139;&#227;&#129;&#151;&#227;&#128;&#129;&#229;&#143;&#139;&#227;&#129;&#160;&#227;&#129;&#161;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#129;&#171;&#228;&#188;&#154;&#227;&#129;&#163;&#227;&#129;&#166;&#227;&#129;&#139;&#227;&#130;&#137;&#229;&#174;&#182;&#227;&#129;&#171;&#230;&#136;&#187;&#227;&#130;&#139;&#227;&#128;&#140;&#227;&#129;&#138;&#230;&#149;&#163;&#230;&#173;&#169;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#128;&#141;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#227;&#128;&#140;&#239;&#188;&#167;&#239;&#188;&#175;&#227;&#128;&#141;&#227;&#129;&#170;&#227;&#130;&#137;&#227;&#129;&#190;&#227;&#129;&#163;&#227;&#129;&#153;&#227;&#129;&#144;&#233;&#128;&#178;&#227;&#129;&#191;&#227;&#128;&#129;&#227;&#128;&#140;&#239;&#188;&#180;&#239;&#188;&#181;&#239;&#188;&#178;&#239;&#188;&#174; &#239;&#188;&#172;&#239;&#188;&#165;&#239;&#188;&#166;&#239;&#188;&#180;&#227;&#128;&#141;&#227;&#129;&#167;&#229;&#143;&#179;&#227;&#130;&#146;&#229;&#144;&#145;&#227;&#129;&#143;&#227;&#131;&#187;&#227;&#131;&#187;&#227;&#131;&#187;&#227;&#129;&#168;&#227;&#129;&#132;&#227;&#129;&#134;&#227;&#130;&#136;&#227;&#129;&#134;&#227;&#129;&#171;&#227;&#130;&#179;&#227;&#131;&#158;&#227;&#131;&#179;&#227;&#131;&#137;&#227;&#129;&#167;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#130;&#146;&#229;&#139;&#149;&#227;&#129;&#139;&#227;&#129;&#151;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#227;&#129;&#190;&#227;&#129;&#154;&#227;&#129;&#175;&#227;&#129;&#191;&#227;&#130;&#147;&#227;&#129;&#170;&#227;&#129;&#167;&#229;&#141;&#148;&#229;&#138;&#155;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#128;&#129;&#239;&#188;&#148;&#233;&#160;&#173;&#227;&#129;&#174;&#229;&#143;&#139;&#227;&#129;&#160;&#227;&#129;&#161;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#129;&#171;&#228;&#188;&#154;&#227;&#129;&#132;&#227;&#129;&#171;&#227;&#129;&#132;&#227;&#129;&#141;&#227;&#129;&#190;&#227;&#129;&#151;&#227;&#130;&#135;&#227;&#129;&#134;&#227;&#128;&#130;&#10;&#229;&#143;&#139;&#227;&#129;&#160;&#227;&#129;&#161;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#129;&#171;&#228;&#188;&#154;&#227;&#129;&#163;&#227;&#129;&#159;&#227;&#130;&#138;&#227;&#128;&#129;&#233;&#128;&#148;&#228;&#184;&#173;&#227;&#129;&#174;&#227;&#131;&#143;&#227;&#131;&#151;&#227;&#131;&#139;&#227;&#131;&#179;&#227;&#130;&#176;&#227;&#130;&#146;&#227;&#130;&#175;&#227;&#131;&#170;&#227;&#130;&#162;&#227;&#129;&#151;&#227;&#129;&#159;&#227;&#130;&#138;&#227;&#129;&#153;&#227;&#130;&#139;&#227;&#129;&#168;&#227;&#128;&#129;&#230;&#140;&#129;&#227;&#129;&#161;&#230;&#156;&#173;&#227;&#129;&#140;&#229;&#162;&#151;&#227;&#129;&#136;&#227;&#129;&#166;&#227;&#129;&#132;&#227;&#129;&#141;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#229;&#143;&#139;&#227;&#129;&#160;&#227;&#129;&#161;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#129;&#171;&#228;&#188;&#154;&#227;&#129;&#163;&#227;&#129;&#159;&#229;&#190;&#140;&#227;&#129;&#175;&#227;&#131;&#144;&#227;&#131;&#136;&#227;&#131;&#171;&#233;&#150;&#139;&#229;&#167;&#139;&#239;&#188;&#129;&#10;&#230;&#156;&#128;&#229;&#136;&#157;&#227;&#129;&#171;&#227;&#130;&#179;&#227;&#131;&#188;&#227;&#130;&#174;&#227;&#131;&#188;&#227;&#129;&#168;&#229;&#174;&#182;&#227;&#129;&#171;&#229;&#184;&#176;&#227;&#129;&#163;&#227;&#129;&#159;&#228;&#186;&#186;&#227;&#129;&#140;&#229;&#139;&#157;&#227;&#129;&#161;&#227;&#129;&#174;&#227;&#128;&#140;&#229;&#139;&#157;&#227;&#129;&#161;&#230;&#177;&#186;&#227;&#130;&#129;&#227;&#128;&#141;&#227;&#129;&#174;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#10;publisher's summary&#10;&#10;",1,6,15,20,5.0,0.0,2
184190,Crazy Therapy!!,2016,"Crazy Therapy!! is a competitive card game in which two teams exchange in turns the roles of ""patients"" and ""therapists"".&#10;&#10;Each team draws a card of the deck (48 cards total), which represents a ""pathology"" (a pattern behavior they have to perform in their ""patients"" turn)&#10;There&acute;s plenty of funny pathology types, like identity disorders where you have to ""be"" another specific player, behavior disorders, TICs, and much more madness!!&#10;&#10;In the ""therapist"" turn, you have to ask the patients with questions whose answer should be YES or NO. When all the therapists have asked a question, they can try to make a diagnosis in the end of the turn in an attempt to win. There&acute;s also two special clues in each card: ""lamp"" and ""dartboard"". The therapists can request the ""lamp"" clue at the beginning of their turn, but this has a penalty: they lose the entire turn and they are forced from this moment to reveal their own ""dartboard"" clue if they fail a diagnosis.&#10;&#10;There&acute;s also a special event called ""Therapy"" when a patient shouts ""THERAPY!! and all the patients should switch seats randomly between themselves (note that lots of pathologies take into account some sort of ""possitioning"" pattern, so i.e.: if you have to act and answer like the person at your right, this changes your answers after a Therapy! because there&acute;s another person at your right!), this event can happens when:&#10;&#10;-The patient don&acute;t know the answer of a question.&#10;-The pathology says to do it or when it&acute;s impossible to follow it&acute;s indications.&#10;-A patient fails to following the pattern or indication of the pathology (in which case, if you detect a teammate patient ""fails"", you should shout Therapy!!)&#10;&#10;The goal is to discover the opponents pathology (the ""pattern"") before they discovers yours!&#10;&#10;A fast and funny game that can join in the same table every profile of board game player!!&#10;____________________________________________________________________________________________________________________________________&#10;&#10;Crazy Therapy!! es un juego de cartas competitivo en el que dos equipos intercambian los roles de ""pacientes"" y ""terapeutas"".&#10;&#10;Cada equipo roba una carta del mazo (hay 48 en total), que representa una ""patolog&iacute;a"" (un patr&oacute;n de comportamiento que tendr&aacute;n que interpretar en su turno como ""pacientes"")&#10;Hay muchos tipos de patolog&iacute;as divertidas, como trastornos de identidad donde tendr&eacute;is que ""suplantar"" a otro jugador espec&iacute;fico, trastornos de comportamiento, tics, &iexcl;&iexcl;y muchas mas demencias!!&#10;&#10;En el turno de ""terapeutas"", tendr&eacute;is que preguntar a los pacientes con preguntas cuya respuesta deba ser SI o NO. Cuando todos los terapeutas han preguntado, pueden intentar hacer un diagn&oacute;stico al final del turno para intentar ganar. Hay tambi&eacute;n dos pistas especiales en cada carta: ""bombilla"" y ""diana"". Los terapeutas pueden solicitar la pista ""bombilla"" al inicio de su turno, pero esto tiene un precio: perder&aacute;n autom&aacute;ticamente el turno y adem&aacute;s, a partir de ese momento estar&aacute;n obligados a revelar su propia pista ""diana"" al equipo rival si fallan un diagn&oacute;stico.&#10;&#10;Hay tambi&eacute;n un caso especial llamado ""Terapia"" donde un paciente grita &iexcl;&iexcl;TERAPIA!! y todos los pacientes deben intercambiarse aleatoriamente los asientos entre ellos mismos (ten en cuenta que muchas patolog&iacute;as juegan con alg&uacute;n factor de posicionamiento en su patr&oacute;n, as&iacute; que por ejemplo: si tienes que actuar y responder como la persona de tu derecha, &iexcl;esto cambia tus respuestas tras una Terapia! ya que ahora habr&aacute; otra persona a tu derecha!), este evento ocurre cuando:&#10;&#10;-El paciente desconoce la respuesta a una pregunta.&#10;-Lo indica la patolog&iacute;a o es imposible cumplir su directriz.&#10;-El paciente falla al interpretar el patr&oacute;n o la indicaci&oacute;n de la patolog&iacute;a (en cuyo caso, si detectas un compa&ntilde;ero paciente ""fallar"" deber&aacute;s gritar &iexcl;Terapia!&#10;&#10;&iexcl;El objetivo del juego es descifrar la patolog&iacute;a rival (el patr&oacute;n/funcionamiento) antes de que ellos descubran la vuestra!&#10;&#10;&iexcl;&iexcl;Un juego r&aacute;pido y divertido que unir&aacute; en la misma mesa a todos los perfiles de jugadores de mesa!!&#10;&#10;",6,16,30,30,5.3432,0.0,25
262552,Blitz Bowl: Dark Elf Player Cards,2018,"This mini-expansion was released for free in the September, 2018 edition of White Dwarf magazine&#10;&#10;It includes four player cards for the Dark Elf team: Witch Elf, Runner, Blitzer, and Lineman&#10;&#10;",2,2,30,60,8.07353,0.0,17
138187,Game Wonders (fan expansion for 7 Wonders),2013,"Game Wonders is a fan expansion for 7 Wonders. It adds new wonders with a game theme to extend the game play of 7 Wonders and it's expansions 7 Wonders: Leaders and 7 Wonders: Cities.&#10;&#10;Play Transylvania and get stronger for every enemy you defeat, Jerusalem that gives you additional Gold and Victory Points for every new leader your neighbors hire, or devote your wonders to the different deities on Olympus.&#10;&#10;12 New Cities are available to play with new functionality and powers.&#10;&#10;",2,8,30,30,7.48438,5.52651,32
2770,Stay Alive,1965,"The game consists of a 7x7 board with horizontal and vertical slides that can be in any of three positions each.  Each slide has a certain number of holes in it.  Initially, the board is set up in any random position, then the players deploy their marbles onto the non-holed spaces.  On your turn, you change a slider's setting, hoping to open new holes underneath opponents' marbles.  The last player to Stay Alive wins.&#10;&#10;",2,4,30,30,5.07041,5.3596,929
40611,Logosz,1991,Trivia game about the old and the new testament.&#10;&#10;,2,6,0,0,4.5,0.0,6
218388,Magic: The Gathering – Antiquities,1994,"Description from the publisher:&#10;&#10;It is a time of great peril. Ancient Thran artifacts are resurfacing in tremendous quantities, and brother vies against brother to wield their massively destructive power.&#10;&#10;The second Magic expansion, this 100-card set offers the first story supported through both the functionality and the flavor of the cards.&#10;&#10;",2,2,20,20,7.16415,5.54243,53
6100,Heavy Metal L-Gaim Expansion kit,1985,"An expansion that can be used with either ""Heavy Metal L-Gaim"" (Tsukuda, not Bandai's one) or ""L-Gaim Mark II"". A sheet of counters and a rulebook with additional rules. &#10;Very tough to get in even Japan, was originally sold via mail order in an envelope (similar to some Avalon Hill expansions).&#10;&#10;Expands&#10;&#10;    L-Gaim Mark II&#10;    Heavy Metal L-Gaim&#10;&#10;&#10;",2,2,90,90,6.0,0.0,1
197495,Kung Fu Hedgehog,2016,"Lead your sheep forward fearlessly, but beware of wolves who might be trying to ambush them ahead and snatch them away in secrecy. What if the wolves come? Don't panic &mdash; send kung fu hedgehog out and they will flee.&#10;&#10;Herd sheep with ease? Resist the wolves? Show your knack! May luck and wisdom be with you to survive the crisis. Remember, the wolves in sheep's clothing are coveting a buffet at the finish line!&#10;&#10;In Kung Fu Hedgehog, players take turns revealing the top card of the sheep deck. All the non-active players may bid their sheep tokens for a chance to win more sheep back. The active player reveals the top card and depending on the type of cards, players win or lose a number of sheep tokens for their bids. Although the ""bad"" cards will lose you some sheep, the special abilities of these cards might grant you some unexpected benefits in the later turns of the game. Bid carefully, and use the action cards wisely, and you might be the last shepherd to have sheep left and win the game.&#10;&#10;",2,6,15,15,5.83,0.0,10
37152,IQ Master,2002,"The players place their tokens on the start space.Each turn the players throw a die. If a 1 is thrown the player can move the pawn to the next field. When a player throws 2 - 5 the player takes a card from the pile. The player reads the question on the card aloud. The hourglass is turned and every player, including the player who had read the card, has 2 minutes to give the right answer. If a player knows the answer, he/she shouts 'stop.' When it is the correct answer that player may move its pawn to the next grey circle corresponding to the number on the card. Otherwise the player has to move backwards to the circle with the same number. If a 6 is thrown the player may choose a card from the pile.&#10;When there is no time left and nobody has given the correct answer, then the next player starts its turn. The first player who reaches the last space, wins the game.&#10;&#10;A variant of the game is to write down the answer and compare them when the time is up. All the players move their tokens forward or backwards.&#10;&#10;",2,6,30,30,5.5,0.0,2
286111,Moonstone: Brothers in Arms Troupe Box,2018,"This troupe box includes 3 new heroes of Commonwealth fraction.&#10;This miniatures are made in fine quality resin. Every miniature requires assembly.&#10;&#10;Young Jack is a noble gnome from gnomish militia. He is very lucky in combat and very skillful with his sword and shield.&#10;Gradock also from gnomish militia and it is not easy to deceive him because of his great experience. Besides he is a skillful trapper.&#10;Morris - gnome and miner. He could push enemies away and mine moonstones more easily, than other personages.&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,40,120,8.5,0.0,2
